token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
81529,GRASIM24FEB222020PE,GRASIM,2022-02-24,202000.0,475,OPTSTK,NFO,5.000000
55408,APOLLOTYRE24FEB22175PE,APOLLOTYRE,2022-02-24,17500.0,2500,OPTSTK,NFO,5.000000
108698,GRASIM27JAN222040CE,GRASIM,2022-01-27,204000.0,475,OPTSTK,NFO,5.000000
146639,MRF27JAN2268500PE,MRF,2022-01-27,6850000.0,10,OPTSTK,NFO,5.000000
72463,NIFTY30DEC2116650CE,NIFTY,2021-12-30,1665000.0,50,OPTIDX,NFO,5.000000
139779,PEL30DEC212050CE,PEL,2021-12-30,205000.0,275,OPTSTK,NFO,5.000000
61712,BANKBARODA24FEB2280CE,BANKBARODA,2022-02-24,8000.0,11700,OPTSTK,NFO,5.000000
73873,ASIANPAINT27JAN223880CE,ASIANPAINT,2022-01-27,388000.0,150,OPTSTK,NFO,5.000000
50860,FINNIFTY14DEC2116300PE,FINNIFTY,2021-12-14,1630000.0,40,OPTIDX,NFO,5.000000
122557,MARUTI27JAN226350PE,MARUTI,2022-01-27,635000.0,100,OPTSTK,NFO,5.000000
35796,FINNIFTY11JAN2214900CE,FINNIFTY,2022-01-11,1490000.0,40,OPTIDX,NFO,5.000000
149580,RAMCOCEM27JAN221120CE,RAMCOCEM,2022-01-27,112000.0,850,OPTSTK,NFO,5.000000
77589,EICHERMOT24FEB222680CE,EICHERMOT,2022-02-24,268000.0,350,OPTSTK,NFO,5.000000
137374,MGL30DEC21680PE,MGL,2021-12-30,68000.0,600,OPTSTK,NFO,5.000000
106053,GODREJCP27JAN22850PE,GODREJCP,2022-01-27,85000.0,500,OPTSTK,NFO,5.000000
71353,AMBUJACEM27JAN22325PE,AMBUJACEM,2022-01-27,32500.0,1500,OPTSTK,NFO,5.000000
35361,BANKNIFTY06JAN2232500CE,BANKNIFTY,2022-01-06,3250000.0,25,OPTIDX,NFO,5.000000
111883,HDFC30DEC211980PE,HDFC,2021-12-30,198000.0,300,OPTSTK,NFO,5.000000
145356,TORNTPOWER30DEC21615PE,TORNTPOWER,2021-12-30,61500.0,1500,OPTSTK,NFO,5.000000
145351,TORNTPOWER30DEC21605CE,TORNTPOWER,2021-12-30,60500.0,1500,OPTSTK,NFO,5.000000
117076,ICICIBANK27JAN22510CE,ICICIBANK,2022-01-27,51000.0,1375,OPTSTK,NFO,5.000000
124077,STAR24FEB22760PE,STAR,2022-02-24,76000.0,900,OPTSTK,NFO,5.000000
96320,MCX24FEB222040PE,MCX,2022-02-24,204000.0,350,OPTSTK,NFO,5.000000
62540,BANKNIFTY16DEC2143900CE,BANKNIFTY,2021-12-16,4390000.0,25,OPTIDX,NFO,5.000000
85904,HDFCBANK24FEB221140CE,HDFCBANK,2022-02-24,114000.0,550,OPTSTK,NFO,5.000000
109821,RBLBANK24FEB22140CE,RBLBANK,2022-02-24,14000.0,2900,OPTSTK,NFO,5.000000
135147,LT30DEC211100CE,LT,2021-12-30,110000.0,575,OPTSTK,NFO,5.000000
49177,NIFTY24DEC2516000CE,NIFTY,2025-12-24,1600000.0,50,OPTIDX,NFO,5.000000
85176,CANBK30DEC21182.5CE,CANBK,2021-12-30,18250.0,5400,OPTSTK,NFO,5.000000
116341,HEROMOTOCO27JAN222880PE,HEROMOTOCO,2022-01-27,288000.0,300,OPTSTK,NFO,5.000000
150488,SBILIFE27JAN221300CE,SBILIFE,2022-01-27,130000.0,750,OPTSTK,NFO,5.000000
152926,TORNTPOWER27JAN22495CE,TORNTPOWER,2022-01-27,49500.0,1500,OPTSTK,NFO,5.000000
117722,ICICIPRULI27JAN22460CE,ICICIPRULI,2022-01-27,46000.0,750,OPTSTK,NFO,5.000000
48407,BANKNIFTY20JAN2236800CE,BANKNIFTY,2022-01-20,3680000.0,25,OPTIDX,NFO,5.000000
71730,APLLTD27JAN22860CE,APLLTD,2022-01-27,86000.0,700,OPTSTK,NFO,5.000000
116660,HINDPETRO27JAN22242.5CE,HINDPETRO,2022-01-27,24250.0,2700,OPTSTK,NFO,5.000000
126974,WIPRO24FEB22840CE,WIPRO,2022-02-24,84000.0,800,OPTSTK,NFO,5.000000
115831,HDFCAMC27JAN222150PE,HDFCAMC,2022-01-27,215000.0,200,OPTSTK,NFO,5.000000
62074,BATAINDIA24FEB221440PE,BATAINDIA,2022-02-24,144000.0,550,OPTSTK,NFO,5.000000
56197,ASIANPAINT24FEB222600CE,ASIANPAINT,2022-02-24,260000.0,150,OPTSTK,NFO,5.000000
116764,HINDPETRO27JAN22372.5CE,HINDPETRO,2022-01-27,37250.0,2700,OPTSTK,NFO,5.000000
69984,ACC27JAN222700CE,ACC,2022-01-27,270000.0,250,OPTSTK,NFO,5.000000
152147,TATASTEEL27JAN221240PE,TATASTEEL,2022-01-27,124000.0,425,OPTSTK,NFO,5.000000
97660,DABUR27JAN22620CE,DABUR,2022-01-27,62000.0,1250,OPTSTK,NFO,5.000000
35412,BANKNIFTY13JAN2232700PE,BANKNIFTY,2022-01-13,3270000.0,25,OPTIDX,NFO,5.000000
113562,HINDUNILVR30DEC212920CE,HINDUNILVR,2021-12-30,292000.0,300,OPTSTK,NFO,5.000000
129768,MINDTREE27JAN224200CE,MINDTREE,2022-01-27,420000.0,200,OPTSTK,NFO,5.000000
112657,RELIANCE24FEB222660CE,RELIANCE,2022-02-24,266000.0,250,OPTSTK,NFO,5.000000
149109,PNB27JAN2253PE,PNB,2022-01-27,5300.0,16000,OPTSTK,NFO,5.000000
124396,SYNGENE24FEB22770CE,SYNGENE,2022-02-24,77000.0,850,OPTSTK,NFO,5.000000
114010,ICICIGI30DEC211660CE,ICICIGI,2021-12-30,166000.0,425,OPTSTK,NFO,5.000000
116617,HINDALCO27JAN22560PE,HINDALCO,2022-01-27,56000.0,1075,OPTSTK,NFO,5.000000
118285,INDHOTEL27JAN22206.05PE,INDHOTEL,2022-01-27,20605.0,4022,OPTSTK,NFO,5.000000
113818,ICICIBANK30DEC21480CE,ICICIBANK,2021-12-30,48000.0,1375,OPTSTK,NFO,5.000000
120049,JSWSTEEL27JAN22650PE,JSWSTEEL,2022-01-27,65000.0,1350,OPTSTK,NFO,5.000000
90332,HINDPETRO24FEB22325PE,HINDPETRO,2022-02-24,32500.0,2700,OPTSTK,NFO,5.000000
153404,ULTRACEMCO27JAN228500CE,ULTRACEMCO,2022-01-27,850000.0,100,OPTSTK,NFO,5.000000
122009,M&M27JAN22700PE,M&M,2022-01-27,70000.0,700,OPTSTK,NFO,5.000000
152517,TITAN27JAN221640PE,TITAN,2022-01-27,164000.0,375,OPTSTK,NFO,5.000000
87081,BHEL27JAN2253CE,BHEL,2022-01-27,5300.0,10500,OPTSTK,NFO,5.000000
119738,ITC27JAN22230CE,ITC,2022-01-27,23000.0,3200,OPTSTK,NFO,5.000000
119687,ITC27JAN22204PE,ITC,2022-01-27,20400.0,3200,OPTSTK,NFO,5.000000
67951,BANKNIFTY27JAN2239200PE,BANKNIFTY,2022-01-27,3920000.0,25,OPTIDX,NFO,5.000000
91990,INDIAMART24FEB227100PE,INDIAMART,2022-02-24,710000.0,75,OPTSTK,NFO,5.000000
85700,BATAINDIA27JAN221960CE,BATAINDIA,2022-01-27,196000.0,550,OPTSTK,NFO,5.000000
87555,BPCL27JAN22370CE,BPCL,2022-01-27,37000.0,1800,OPTSTK,NFO,5.000000
132246,INDUSINDBK30DEC211380PE,INDUSINDBK,2021-12-30,138000.0,900,OPTSTK,NFO,5.000000
100417,OFSS24FEB224700CE,OFSS,2022-02-24,470000.0,125,OPTSTK,NFO,5.000000
121058,LICHSGFIN27JAN22460CE,LICHSGFIN,2022-01-27,46000.0,2000,OPTSTK,NFO,5.000000
100983,PAGEIND24FEB2227000CE,PAGEIND,2022-02-24,2700000.0,30,OPTSTK,NFO,5.000000
54625,APLLTD24FEB221020PE,APLLTD,2022-02-24,102000.0,700,OPTSTK,NFO,5.000000
67945,BANKNIFTY27JAN2238900PE,BANKNIFTY,2022-01-27,3890000.0,25,OPTIDX,NFO,5.000000
120470,L&TFH27JAN2255CE,L&TFH,2022-01-27,5500.0,8924,OPTSTK,NFO,5.000000
78572,ASIANPAINT30DEC214020PE,ASIANPAINT,2021-12-30,402000.0,150,OPTSTK,NFO,5.000000
132586,IOC30DEC21118PE,IOC,2021-12-30,11800.0,6500,OPTSTK,NFO,5.000000
109950,ESCORTS30DEC212000CE,ESCORTS,2021-12-30,200000.0,550,OPTSTK,NFO,5.000000
125330,TITAN24FEB222100CE,TITAN,2022-02-24,210000.0,375,OPTSTK,NFO,5.000000
151168,SRTRANSFIN27JAN221800CE,SRTRANSFIN,2022-01-27,180000.0,400,OPTSTK,NFO,5.000000
147569,NMDC27JAN22132.5PE,NMDC,2022-01-27,13250.0,6700,OPTSTK,NFO,5.000000
101963,EXIDEIND27JAN22207.5CE,EXIDEIND,2022-01-27,20750.0,3600,OPTSTK,NFO,5.000000
140286,PETRONET30DEC21232.5PE,PETRONET,2021-12-30,23250.0,3000,OPTSTK,NFO,5.000000
35589,NIFTY29DEC2216500PE,NIFTY,2022-12-29,1650000.0,50,OPTIDX,NFO,5.000000
136977,MCDOWELL-N30DEC21940CE,MCDOWELL-N,2021-12-30,94000.0,1250,OPTSTK,NFO,5.000000
121919,LUPIN27JAN22990PE,LUPIN,2022-01-27,99000.0,850,OPTSTK,NFO,5.000000
153141,TVSMOTOR27JAN22640PE,TVSMOTOR,2022-01-27,64000.0,1400,OPTSTK,NFO,5.000000
137609,MINDTREE30DEC215550CE,MINDTREE,2021-12-30,555000.0,200,OPTSTK,NFO,5.000000
109862,ESCORTS30DEC211120CE,ESCORTS,2021-12-30,112000.0,550,OPTSTK,NFO,5.000000
135887,LUPIN30DEC211210CE,LUPIN,2021-12-30,121000.0,850,OPTSTK,NFO,5.000000
79336,AUROPHARMA30DEC21690CE,AUROPHARMA,2021-12-30,69000.0,650,OPTSTK,NFO,5.000000
72227,BANKNIFTY29SEP2242000PE,BANKNIFTY,2022-09-29,4200000.0,25,OPTIDX,NFO,5.000000
114791,GUJGASLTD27JAN22770PE,GUJGASLTD,2022-01-27,77000.0,1250,OPTSTK,NFO,5.000000
137509,MINDTREE30DEC213050CE,MINDTREE,2021-12-30,305000.0,200,OPTSTK,NFO,5.000000
139599,ONGC30DEC21142.5CE,ONGC,2021-12-30,14250.0,7700,OPTSTK,NFO,5.000000
51296,NIFTY16DEC2118850PE,NIFTY,2021-12-16,1885000.0,50,OPTIDX,NFO,5.000000
54071,AMARAJABAT24FEB22510CE,AMARAJABAT,2022-02-24,51000.0,1000,OPTSTK,NFO,5.000000
90466,HINDUNILVR24FEB222020PE,HINDUNILVR,2022-02-24,202000.0,300,OPTSTK,NFO,5.000000
153189,UBL27JAN221000PE,UBL,2022-01-27,100000.0,350,OPTSTK,NFO,5.000000
82170,GUJGASLTD24FEB22600PE,GUJGASLTD,2022-02-24,60000.0,1250,OPTSTK,NFO,5.000000
145948,UPL30DEC21920PE,UPL,2021-12-30,92000.0,1300,OPTSTK,NFO,5.000000
137888,MRF30DEC2174500PE,MRF,2021-12-30,7450000.0,10,OPTSTK,NFO,5.000000
39182,BANKNIFTY06JAN2237500PE,BANKNIFTY,2022-01-06,3750000.0,25,OPTIDX,NFO,5.000000
47227,CANBK30DEC21250CE,CANBK,2021-12-30,25000.0,5400,OPTSTK,NFO,5.000000
118657,INDIGO27JAN221340CE,INDIGO,2022-01-27,134000.0,250,OPTSTK,NFO,5.000000
142984,SRTRANSFIN30DEC211420PE,SRTRANSFIN,2021-12-30,142000.0,400,OPTSTK,NFO,5.000000
90848,IBULHSGFIN24FEB22230PE,IBULHSGFIN,2022-02-24,23000.0,3100,OPTSTK,NFO,5.000000
82925,BHARATFORG30DEC21890CE,BHARATFORG,2021-12-30,89000.0,750,OPTSTK,NFO,5.000000
61047,BAJFINANCE24FEB229300CE,BAJFINANCE,2022-02-24,930000.0,125,OPTSTK,NFO,5.000000
82992,BAJAJ-AUTO27JAN224000CE,BAJAJ-AUTO,2022-01-27,400000.0,250,OPTSTK,NFO,5.000000
82862,HAL24FEB221280CE,HAL,2022-02-24,128000.0,475,OPTSTK,NFO,5.000000
75484,DIVISLAB24FEB224450PE,DIVISLAB,2022-02-24,445000.0,100,OPTSTK,NFO,5.000000
91970,INDIAMART24FEB226100PE,INDIAMART,2022-02-24,610000.0,75,OPTSTK,NFO,5.000000
118699,INDIGO27JAN221760CE,INDIGO,2022-01-27,176000.0,250,OPTSTK,NFO,5.000000
141760,RECLTD30DEC21162.5PE,RECLTD,2021-12-30,16250.0,6000,OPTSTK,NFO,5.000000
118382,INDHOTEL30DEC21147.85PE,INDHOTEL,2021-12-30,14785.0,4022,OPTSTK,NFO,5.000000
151317,SUNPHARMA27JAN22560PE,SUNPHARMA,2022-01-27,56000.0,700,OPTSTK,NFO,5.000000
135370,LTI30DEC217100PE,LTI,2021-12-30,710000.0,150,OPTSTK,NFO,5.000000
80446,BAJFINANCE30DEC218800CE,BAJFINANCE,2021-12-30,880000.0,125,OPTSTK,NFO,5.000000
82115,BATAINDIA30DEC212340CE,BATAINDIA,2021-12-30,234000.0,550,OPTSTK,NFO,5.000000
70544,ADANIPORTS27JAN22870CE,ADANIPORTS,2022-01-27,87000.0,1250,OPTSTK,NFO,5.000000
145331,TORNTPOWER30DEC21555CE,TORNTPOWER,2021-12-30,55500.0,1500,OPTSTK,NFO,5.000000
52381,NIFTY24FEB2216150CE,NIFTY,2022-02-24,1615000.0,50,OPTIDX,NFO,5.000000
76916,AMBUJACEM30DEC21385PE,AMBUJACEM,2021-12-30,38500.0,1500,OPTSTK,NFO,5.000000
84156,BOSCHLTD30DEC2113500CE,BOSCHLTD,2021-12-30,1350000.0,50,OPTSTK,NFO,5.000000
78107,ESCORTS24FEB221900CE,ESCORTS,2022-02-24,190000.0,550,OPTSTK,NFO,5.000000
111976,HDFC30DEC212920CE,HDFC,2021-12-30,292000.0,300,OPTSTK,NFO,5.000000
151943,TATAMOTORS27JAN22310PE,TATAMOTORS,2022-01-27,31000.0,2850,OPTSTK,NFO,5.000000
142155,SBILIFE30DEC21910CE,SBILIFE,2021-12-30,91000.0,750,OPTSTK,NFO,5.000000
76921,AMBUJACEM30DEC21400CE,AMBUJACEM,2021-12-30,40000.0,1500,OPTSTK,NFO,5.000000
61911,BANKBARODA24FEB22105PE,BANKBARODA,2022-02-24,10500.0,11700,OPTSTK,NFO,5.000000
84480,BPCL30DEC21555CE,BPCL,2021-12-30,55500.0,1800,OPTSTK,NFO,5.000000
149919,RELIANCE27JAN222540PE,RELIANCE,2022-01-27,254000.0,250,OPTSTK,NFO,5.000000
137733,MPHASIS30DEC212100CE,MPHASIS,2021-12-30,210000.0,325,OPTSTK,NFO,5.000000
104163,PFC24FEB22100CE,PFC,2022-02-24,10000.0,6200,OPTSTK,NFO,5.000000
137133,MCX30DEC212140CE,MCX,2021-12-30,214000.0,350,OPTSTK,NFO,5.000000
77889,APOLLOTYRE30DEC21227.5PE,APOLLOTYRE,2021-12-30,22750.0,2500,OPTSTK,NFO,5.000000
84824,BALKRISIND27JAN222100CE,BALKRISIND,2022-01-27,210000.0,200,OPTSTK,NFO,5.000000
67252,NIFTY27JUN2420500CE,NIFTY,2024-06-27,2050000.0,50,OPTIDX,NFO,5.000000
121581,LTI27JAN227100PE,LTI,2022-01-27,710000.0,150,OPTSTK,NFO,5.000000
45102,INDHOTEL27JAN22237.5PE,INDHOTEL,2022-01-27,23750.0,4022,OPTSTK,NFO,5.000000
151759,TATACHEM27JAN221100PE,TATACHEM,2022-01-27,110000.0,1000,OPTSTK,NFO,5.000000
150421,SBILIFE27JAN22960PE,SBILIFE,2022-01-27,96000.0,750,OPTSTK,NFO,5.000000
143457,SUNTV30DEC21610CE,SUNTV,2021-12-30,61000.0,1500,OPTSTK,NFO,5.000000
43207,NIFTY09DEC2117700PE,NIFTY,2021-12-09,1770000.0,50,OPTIDX,NFO,5.000000
54563,APLLTD24FEB22870PE,APLLTD,2022-02-24,87000.0,700,OPTSTK,NFO,5.000000
109020,PVR24FEB221720CE,PVR,2022-02-24,172000.0,407,OPTSTK,NFO,5.000000
117064,IBULHSGFIN27JAN22290CE,IBULHSGFIN,2022-01-27,29000.0,3100,OPTSTK,NFO,5.000000
82958,HAL24FEB221680CE,HAL,2022-02-24,168000.0,475,OPTSTK,NFO,5.000000
76429,DLF24FEB22445PE,DLF,2022-02-24,44500.0,1650,OPTSTK,NFO,5.000000
83265,BHARTIARTL30DEC21660PE,BHARTIARTL,2021-12-30,66000.0,1886,OPTSTK,NFO,5.000000
146867,MUTHOOTFIN27JAN221940PE,MUTHOOTFIN,2022-01-27,194000.0,375,OPTSTK,NFO,5.000000
124157,SUNPHARMA24FEB22840PE,SUNPHARMA,2022-02-24,84000.0,700,OPTSTK,NFO,5.000000
122463,MARICO27JAN22635PE,MARICO,2022-01-27,63500.0,1000,OPTSTK,NFO,5.000000
125540,TORNTPHARM24FEB223080CE,TORNTPHARM,2022-02-24,308000.0,250,OPTSTK,NFO,5.000000
99162,DELTACORP30DEC21225PE,DELTACORP,2021-12-30,22500.0,2300,OPTSTK,NFO,5.000000
114087,ICICIPRULI30DEC21440PE,ICICIPRULI,2021-12-30,44000.0,750,OPTSTK,NFO,5.000000
71369,COFORGE30DEC21FUT,COFORGE,2021-12-30,-1.0,100,FUTSTK,NFO,5.000000
82162,GUJGASLTD24FEB22560PE,GUJGASLTD,2022-02-24,56000.0,1250,OPTSTK,NFO,5.000000
91596,IGL24FEB22370PE,IGL,2022-02-24,37000.0,1375,OPTSTK,NFO,5.000000
135987,M&M30DEC21830CE,M&M,2021-12-30,83000.0,700,OPTSTK,NFO,5.000000
152874,TORNTPOWER27JAN22365CE,TORNTPOWER,2022-01-27,36500.0,1500,OPTSTK,NFO,5.000000
68493,NIFTY27JAN2218150PE,NIFTY,2022-01-27,1815000.0,50,OPTIDX,NFO,5.000000
43262,NIFTY09DEC2118150PE,NIFTY,2021-12-09,1815000.0,50,OPTIDX,NFO,5.000000
78255,EXIDEIND24FEB22165PE,EXIDEIND,2022-02-24,16500.0,3600,OPTSTK,NFO,5.000000
111243,HAL30DEC211300PE,HAL,2021-12-30,130000.0,475,OPTSTK,NFO,5.000000
139608,ONGC30DEC21152.5PE,ONGC,2021-12-30,15250.0,7700,OPTSTK,NFO,5.000000
42672,FINNIFTY07DEC2116300CE,FINNIFTY,2021-12-07,1630000.0,40,OPTIDX,NFO,5.000000
140408,PFC30DEC21137.5PE,PFC,2021-12-30,13750.0,6200,OPTSTK,NFO,5.000000
42969,NIFTY16DEC2116650CE,NIFTY,2021-12-16,1665000.0,50,OPTIDX,NFO,5.000000
84841,CADILAHC30DEC21380PE,CADILAHC,2021-12-30,38000.0,1100,OPTSTK,NFO,5.000000
145274,TORNTPOWER30DEC21410PE,TORNTPOWER,2021-12-30,41000.0,1500,OPTSTK,NFO,5.000000
84571,HDFC24FEB222400CE,HDFC,2022-02-24,240000.0,300,OPTSTK,NFO,5.000000
60536,BAJAJ-AUTO24FEB223450PE,BAJAJ-AUTO,2022-02-24,345000.0,250,OPTSTK,NFO,5.000000
57117,ATUL24FEB2211800CE,ATUL,2022-02-24,1180000.0,75,OPTSTK,NFO,5.000000
89286,COFORGE27JAN224500PE,COFORGE,2022-01-27,450000.0,100,OPTSTK,NFO,5.000000
99401,DELTACORP30DEC21335CE,DELTACORP,2021-12-30,33500.0,2300,OPTSTK,NFO,5.000000
79012,FEDERALBNK24FEB2297CE,FEDERALBNK,2022-02-24,9700.0,10000,OPTSTK,NFO,5.000000
148448,PETRONET27JAN22237.5CE,PETRONET,2022-01-27,23750.0,3000,OPTSTK,NFO,5.000000
139411,OBEROIRLTY30DEC21820CE,OBEROIRLTY,2021-12-30,82000.0,700,OPTSTK,NFO,5.000000
80296,BAJAJFINSV30DEC2118750CE,BAJAJFINSV,2021-12-30,1875000.0,75,OPTSTK,NFO,5.000000
85292,CANBK30DEC21235PE,CANBK,2021-12-30,23500.0,5400,OPTSTK,NFO,5.000000
76919,AMBUJACEM30DEC21395CE,AMBUJACEM,2021-12-30,39500.0,1500,OPTSTK,NFO,5.000000
99697,EICHERMOT27JAN222260PE,EICHERMOT,2022-01-27,226000.0,350,OPTSTK,NFO,5.000000
118586,INDIAMART27JAN228100PE,INDIAMART,2022-01-27,810000.0,75,OPTSTK,NFO,5.000000
122522,MARUTI27JAN225500CE,MARUTI,2022-01-27,550000.0,100,OPTSTK,NFO,5.000000
47131,FINNIFTY18JAN2221000PE,FINNIFTY,2022-01-18,2100000.0,40,OPTIDX,NFO,5.000000
92273,INDIGO24FEB222320CE,INDIGO,2022-02-24,232000.0,250,OPTSTK,NFO,5.000000
66279,BRITANNIA24FEB223880CE,BRITANNIA,2022-02-24,388000.0,200,OPTSTK,NFO,5.000000
138572,NAVINFLUOR30DEC212700PE,NAVINFLUOR,2021-12-30,270000.0,225,OPTSTK,NFO,5.000000
77428,APOLLOHOSP30DEC215400PE,APOLLOHOSP,2021-12-30,540000.0,125,OPTSTK,NFO,5.000000
114114,ICICIPRULI30DEC21580CE,ICICIPRULI,2021-12-30,58000.0,750,OPTSTK,NFO,5.000000
122271,MANAPPURAM27JAN22172.5PE,MANAPPURAM,2022-01-27,17250.0,3000,OPTSTK,NFO,5.000000
68397,CHAMBLFERT24FEB22330CE,CHAMBLFERT,2022-02-24,33000.0,1500,OPTSTK,NFO,5.000000
146986,NAM-INDIA27JAN22465CE,NAM-INDIA,2022-01-27,46500.0,1600,OPTSTK,NFO,5.000000
77149,APLLTD30DEC21680CE,APLLTD,2021-12-30,68000.0,550,OPTSTK,NFO,5.000000
45336,BANKNIFTY09DEC2142000CE,BANKNIFTY,2021-12-09,4200000.0,25,OPTIDX,NFO,5.000000
138603,NAVINFLUOR30DEC213500CE,NAVINFLUOR,2021-12-30,350000.0,225,OPTSTK,NFO,5.000000
90089,HEROMOTOCO24FEB222860CE,HEROMOTOCO,2022-02-24,286000.0,300,OPTSTK,NFO,5.000000
72511,APOLLOTYRE27JAN22247.5PE,APOLLOTYRE,2022-01-27,24750.0,2500,OPTSTK,NFO,5.000000
49433,SRF30DEC211400PE,SRF,2021-12-30,140000.0,625,OPTSTK,NFO,5.000000
99804,NMDC24FEB22117.5CE,NMDC,2022-02-24,11750.0,6700,OPTSTK,NFO,5.000000
52515,AARTIIND24FEB22650CE,AARTIIND,2022-02-24,65000.0,850,OPTSTK,NFO,5.000000
150356,SBICARD27JAN221360CE,SBICARD,2022-01-27,136000.0,500,OPTSTK,NFO,5.000000
114402,IEX30DEC21206.65CE,IEX,2021-12-30,20665.0,3750,OPTSTK,NFO,5.000000
84873,CADILAHC30DEC21520PE,CADILAHC,2021-12-30,52000.0,1100,OPTSTK,NFO,5.000000
72810,NIFTY30DEC2119050CE,NIFTY,2021-12-30,1905000.0,50,OPTIDX,NFO,5.000000
87996,BSOFT30DEC21540PE,BSOFT,2021-12-30,54000.0,1300,OPTSTK,NFO,5.000000
119090,INFY27JAN221660CE,INFY,2022-01-27,166000.0,300,OPTSTK,NFO,5.000000
122290,MANAPPURAM27JAN22197.5CE,MANAPPURAM,2022-01-27,19750.0,3000,OPTSTK,NFO,5.000000
42632,FINNIFTY07DEC2115900CE,FINNIFTY,2021-12-07,1590000.0,40,OPTIDX,NFO,5.000000
144370,TATASTEEL30DEC211420PE,TATASTEEL,2021-12-30,142000.0,425,OPTSTK,NFO,5.000000
96708,CUMMINSIND27JAN221040CE,CUMMINSIND,2022-01-27,104000.0,600,OPTSTK,NFO,5.000000
52057,POLYCAB24FEB22FUT,POLYCAB,2022-02-24,-1.0,300,FUTSTK,NFO,5.000000
61284,BALKRISIND24FEB223000CE,BALKRISIND,2022-02-24,300000.0,200,OPTSTK,NFO,5.000000
52913,IRCTC30DEC211350CE,IRCTC,2021-12-30,135000.0,1625,OPTSTK,NFO,5.000000
89862,HDFCLIFE24FEB22690PE,HDFCLIFE,2022-02-24,69000.0,1100,OPTSTK,NFO,5.000000
69051,ABBOTINDIA27JAN2219000PE,ABBOTINDIA,2022-01-27,1900000.0,25,OPTSTK,NFO,5.000000
112082,HDFCAMC30DEC212600CE,HDFCAMC,2021-12-30,260000.0,200,OPTSTK,NFO,5.000000
87709,HDFCBANK24FEB221580CE,HDFCBANK,2022-02-24,158000.0,550,OPTSTK,NFO,5.000000
134267,KOTAKBANK30DEC211620CE,KOTAKBANK,2021-12-30,162000.0,400,OPTSTK,NFO,5.000000
143284,SUNPHARMA30DEC21600PE,SUNPHARMA,2021-12-30,60000.0,700,OPTSTK,NFO,5.000000
85544,BANKBARODA27JAN2294CE,BANKBARODA,2022-01-27,9400.0,11700,OPTSTK,NFO,5.000000
81899,BANKBARODA30DEC2192PE,BANKBARODA,2021-12-30,9200.0,11700,OPTSTK,NFO,5.000000
109664,EICHERMOT30DEC212060CE,EICHERMOT,2021-12-30,206000.0,350,OPTSTK,NFO,5.000000
109838,ESCORTS30DEC21900CE,ESCORTS,2021-12-30,90000.0,550,OPTSTK,NFO,5.000000
124519,TATACHEM24FEB221040PE,TATACHEM,2022-02-24,104000.0,1000,OPTSTK,NFO,5.000000
140909,PNB30DEC2129CE,PNB,2021-12-30,2900.0,16000,OPTSTK,NFO,5.000000
89165,COALINDIA27JAN22123.5PE,COALINDIA,2022-01-27,12350.0,4200,OPTSTK,NFO,5.000000
122530,MARUTI27JAN225700CE,MARUTI,2022-01-27,570000.0,100,OPTSTK,NFO,5.000000
85693,BATAINDIA27JAN221880PE,BATAINDIA,2022-01-27,188000.0,550,OPTSTK,NFO,5.000000
49968,NIFTY29DEC2212800PE,NIFTY,2022-12-29,1280000.0,50,OPTIDX,NFO,5.000000
150397,SBILIFE27JAN22840PE,SBILIFE,2022-01-27,84000.0,750,OPTSTK,NFO,5.000000
98254,DIXON27JAN225600CE,DIXON,2022-01-27,560000.0,125,OPTSTK,NFO,5.000000
148660,PFIZER27JAN224150CE,PFIZER,2022-01-27,415000.0,125,OPTSTK,NFO,5.000000
113822,ICICIBANK30DEC21500CE,ICICIBANK,2021-12-30,50000.0,1375,OPTSTK,NFO,5.000000
151135,SRTRANSFIN27JAN221460PE,SRTRANSFIN,2022-01-27,146000.0,400,OPTSTK,NFO,5.000000
61767,BANKBARODA24FEB2285PE,BANKBARODA,2022-02-24,8500.0,11700,OPTSTK,NFO,5.000000
145279,TORNTPOWER30DEC21425CE,TORNTPOWER,2021-12-30,42500.0,1500,OPTSTK,NFO,5.000000
66602,FINNIFTY25JAN22FUT,FINNIFTY,2022-01-25,-1.0,40,FUTIDX,NFO,5.000000
95636,MARICO24FEB22375PE,MARICO,2022-02-24,37500.0,1000,OPTSTK,NFO,5.000000
85006,CADILAHC30DEC21730CE,CADILAHC,2021-12-30,73000.0,1100,OPTSTK,NFO,5.000000
50378,BANKNIFTY16DEC2135400PE,BANKNIFTY,2021-12-16,3540000.0,25,OPTIDX,NFO,5.000000
114695,IEX30DEC21256.65CE,IEX,2021-12-30,25665.0,3750,OPTSTK,NFO,5.000000
81998,AXISBANK27JAN22640PE,AXISBANK,2022-01-27,64000.0,1200,OPTSTK,NFO,5.000000
126677,VOLTAS24FEB221340PE,VOLTAS,2022-02-24,134000.0,500,OPTSTK,NFO,5.000000
35001,BANKNIFTY06JAN2235400PE,BANKNIFTY,2022-01-06,3540000.0,25,OPTIDX,NFO,5.000000
86035,HDFCBANK24FEB221220PE,HDFCBANK,2022-02-24,122000.0,550,OPTSTK,NFO,5.000000
82736,BHARATFORG30DEC21530PE,BHARATFORG,2021-12-30,53000.0,750,OPTSTK,NFO,5.000000
125850,TORNTPOWER24FEB22605CE,TORNTPOWER,2022-02-24,60500.0,1500,OPTSTK,NFO,5.000000
